"","id","status_group"
"6303",57312,"functional"
"6304",37644,"non functional"
"6305",8549,"functional"
"6306",39485,"functional"
"6307",16961,"non functional"
"6308",30585,"functional needs repair"
"6309",32390,"functional"
"6310",62198,"functional"
"6311",63668,"functional"
"6312",14184,"non functional"
"6313",7193,"functional"
"6314",52243,"functional"
"6315",59945,"functional"
"6316",56897,"non functional"
"6317",58215,"functional"
"6318",18209,"functional"
"6319",53764,"non functional"
"6320",848,"functional"
"6321",1707,"functional"
"6322",65820,"non functional"
"6323",22104,"functional"
"6324",48439,"functional"
"6325",16470,"non functional"
"6326",37389,"functional"
"6327",70441,"non functional"
"6328",5210,"functional"
"6329",39894,"functional"
"6330",17150,"functional needs repair"
"6331",54600,"non functional"
"6332",73520,"non functional"
"6333",66848,"non functional"
"6334",68051,"functional"
"6335",26216,"non functional"
"6336",39324,"functional"
"6337",53073,"functional"
"6338",60366,"functional"
"6339",71197,"functional"
"6340",7006,"functional"
"6341",50938,"functional"
"6342",46275,"functional"
"6343",20459,"functional"
"6344",63745,"functional"
"6345",9962,"functional"
"6346",1681,"functional"
"6347",21529,"functional"
"6348",42212,"functional"
"6349",36770,"functional"
"6350",60473,"non functional"
"6351",20372,NA
"6352",5632,NA
"6353",61488,"non functional"
"6354",60593,"non functional"
"6355",19378,"functional"
"6356",73148,"functional needs repair"
"6357",62574,"non functional"
"6358",59110,"non functional"
"6359",59140,"non functional"
"6360",44576,"functional"
"6361",66933,"functional"
"6362",29890,"non functional"
"6363",67042,"functional"
"6364",61009,"non functional"
"6365",44726,"functional"
"6366",25043,"functional needs repair"
"6367",54312,"non functional"
"6368",71662,"functional"
"6369",56699,"non functional"
"6370",22065,"non functional"
"6371",7738,"functional"
"6372",16542,"non functional"
"6373",12468,"functional"
"6374",70955,"non functional"
"6375",8455,"non functional"
"6376",53874,"non functional"
"6377",37,"functional"
"6378",64520,"functional"
"6379",976,"non functional"
"6380",40876,"functional"
"6381",41189,"functional needs repair"
"6382",38947,"functional"
"6383",27344,"functional"
"6384",39227,"non functional"
"6385",11312,"functional"
"6386",59784,"non functional"
"6387",23150,"functional"
"6388",49988,"functional"
"6389",56929,"non functional"
"6390",1010,"functional"
"6391",30778,"non functional"
"6392",24906,"functional"
"6393",8559,"non functional"
"6394",22797,"non functional"
"6395",3220,"functional"
"6396",16580,"functional"
"6397",9064,"non functional"
"6398",3312,"functional"
"6399",50226,"non functional"
"6400",53459,"functional"
"6401",51710,"functional"
"6402",60666,"functional"
"6403",15111,"functional"
"6404",57934,"non functional"
"6405",13890,"non functional"
"6406",24884,"non functional"
"6407",11671,"non functional"
"6408",74245,"functional"
"6409",47775,"functional"
"6410",52660,"functional"
"6411",643,"functional"
"6412",293,"non functional"
"6413",2139,"functional needs repair"
"6414",16955,"functional"
"6415",58026,"functional"
"6416",34704,"functional"
"6417",61523,"functional"
"6418",57633,"functional"
"6419",39644,"functional"
"6420",27526,"functional"
"6421",45028,"functional"
"6422",2666,"non functional"
"6423",52126,"functional"
"6424",65339,"functional"
"6425",26912,"non functional"
"6426",68155,"functional"
"6427",40392,"functional"
"6428",23890,"non functional"
"6429",12448,"non functional"
"6430",5488,"functional"
"6431",67711,"functional"
"6432",3152,"non functional"
"6433",40989,"non functional"
"6434",61,"non functional"
"6435",59992,"non functional"
"6436",3933,"functional"
"6437",46686,"non functional"
"6438",48389,"functional"
"6439",12826,"non functional"
"6440",41887,"functional"
"6441",23203,"functional"
"6442",59652,"functional"
"6443",19999,"functional"
"6444",29057,"non functional"
"6445",36247,"functional"
"6446",29742,"functional"
"6447",30182,"functional"
"6448",34775,"functional"
"6449",46209,"functional"
"6450",63717,"non functional"
"6451",38599,"functional"
"6452",41201,"functional"
"6453",14308,"functional needs repair"
"6454",39512,"functional"
"6455",44464,"non functional"
"6456",50262,"functional"
"6457",32860,"functional"
"6458",7812,"functional"
"6459",44340,"functional"
"6460",22221,"functional"
"6461",13826,NA
"6462",56656,"non functional"
"6463",65388,"non functional"
"6464",37402,"functional"
"6465",41100,"functional"
"6466",2191,"functional"
"6467",38388,"functional"
"6468",24062,"functional"
"6469",29831,"non functional"
"6470",24464,"functional"
"6471",16384,"non functional"
"6472",28705,"non functional"
"6473",37701,"functional"
"6474",34083,"functional"
"6475",17139,"non functional"
"6476",17549,"functional"
"6477",24277,"non functional"
"6478",27061,"functional"
"6479",28842,"functional"
"6480",71994,"non functional"
"6481",47895,"functional"
"6482",51411,"non functional"
"6483",22449,"functional"
"6484",61372,"functional"
"6485",24195,"non functional"
"6486",37174,"functional"
"6487",52171,"functional"
"6488",38391,NA
"6489",63122,"functional"
"6490",41063,"functional"
"6491",53165,NA
"6492",360,"non functional"
"6493",59527,"non functional"
"6494",43274,"functional needs repair"
"6495",61206,"functional"
"6496",2036,"non functional"
"6497",45677,"functional"
"6498",64311,"functional needs repair"
"6499",65893,"functional"
"6500",71278,"functional"
"6501",48246,"non functional"
"6502",22498,"functional"
"6503",18500,"functional"
"6504",6458,"functional"
"6505",62589,"functional"
"6506",24477,"non functional"
"6507",11725,"non functional"
"6508",55613,"functional"
"6509",50765,"functional"
"6510",38233,"functional"
"6511",69097,"functional"
"6512",13288,"functional"
"6513",54473,"non functional"
"6514",33472,"non functional"
"6515",60519,"functional"
"6516",30144,NA
"6517",60541,"functional"
"6518",37982,"functional"
"6519",43851,"non functional"
"6520",3537,"non functional"
"6521",21294,NA
"6522",29616,"non functional"
"6523",56884,"functional"
"6524",16193,"functional"
"6525",50973,"functional"
"6526",35663,"functional"
"6527",19292,"functional"
"6528",14416,"functional"
"6529",6573,"non functional"
"6530",30247,"non functional"
"6531",71050,"functional"
"6532",3158,"functional"
"6533",11946,"non functional"
"6534",15293,"functional"
"6535",5044,NA
"6536",62119,"functional"
"6537",7323,"functional"
"6538",11400,"non functional"
"6539",66947,"non functional"
"6540",29069,"functional"
"6541",58046,"functional"
"6542",11042,"functional"
"6543",6912,"functional"
"6544",67337,"functional"
"6545",73490,"non functional"
"6546",21699,"non functional"
"6547",27661,"functional"
"6548",57655,"functional"
"6549",34205,"functional"
"6550",48625,"functional"
"6551",16525,"functional"
"6552",67572,"functional"
"6553",1612,"non functional"
"6554",59386,"functional"
"6555",38170,"functional"
"6556",73589,"functional"
"6557",65056,"functional"
"6558",22240,"functional"
"6559",42863,"functional"
"6560",58240,"functional"
"6561",54751,"non functional"
"6562",11556,"non functional"
"6563",70450,"non functional"
"6564",24362,"functional"
"6565",4750,"functional"
"6566",50387,"functional"
"6567",4601,"functional"
"6568",71456,"non functional"
"6569",70273,"functional"
"6570",69921,"functional"
"6571",57925,"functional"
"6572",23973,"functional"
"6573",12497,"non functional"
"6574",55296,"non functional"
"6575",21281,"non functional"
"6576",16122,"functional"
"6577",26891,"non functional"
"6578",63320,"functional needs repair"
"6579",29061,"non functional"
"6580",28374,"functional"
"6581",37726,"functional"
"6582",70190,"non functional"
"6583",51894,"non functional"
"6584",26969,"functional"
"6585",45885,"functional"
"6586",37745,"functional"
"6587",39389,"functional"
"6588",49704,"functional needs repair"
"6589",32173,"functional"
"6590",35431,"functional"
"6591",55961,"non functional"
"6592",62230,"non functional"
"6593",32594,"non functional"
"6594",57561,"functional"
"6595",39593,"non functional"
"6596",62083,"non functional"
"6597",6232,"functional"
"6598",17677,"non functional"
"6599",48999,"functional"
"6600",47507,"functional"
"6601",42938,"functional"
"6602",1538,"functional"
"6603",55340,"functional"
"6604",34058,"non functional"
"6605",8037,NA
"6606",44777,"non functional"
"6607",17812,"functional"
"6608",60735,"functional"
"6609",44860,"functional"
"6610",23109,"non functional"
"6611",72528,"functional"
"6612",66212,"functional"
"6613",44337,"functional"
"6614",14601,"functional"
"6615",46005,"functional"
"6616",71705,NA
"6617",17013,"functional"
"6618",59368,"functional"
"6619",49364,"functional"
"6620",55804,"functional"
"6621",58096,"functional"
"6622",24387,"functional"
"6623",3521,"functional"
"6624",9635,"functional needs repair"
"6625",67556,"functional"
"6626",45500,"functional"
"6627",53462,"functional"
"6628",54243,"functional"
"6629",55739,"non functional"
"6630",21656,"non functional"
"6631",65341,"functional"
"6632",70960,"functional"
"6633",13784,"functional"
"6634",63003,"functional"
"6635",46143,"functional"
"6636",36983,"functional"
"6637",59325,"functional"
"6638",9214,"non functional"
"6639",36362,"functional"
"6640",22379,"functional"
"6641",37079,"non functional"
"6642",2779,"non functional"
"6643",28003,"non functional"
"6644",26492,"non functional"
"6645",24304,"non functional"
"6646",41876,"functional"
"6647",56346,"functional"
"6648",65680,"non functional"
"6649",71025,"functional"
"6650",44631,"non functional"
"6651",9460,"non functional"
"6652",30563,"non functional"
"6653",45631,"non functional"
"6654",19514,"functional"
"6655",52940,"functional"
"6656",59528,"functional needs repair"
"6657",52617,NA
"6658",4213,"non functional"
"6659",57592,"functional"
"6660",44387,"non functional"
"6661",53505,"functional"
"6662",73637,"functional"
"6663",21804,"functional"
"6664",60569,"non functional"
"6665",18502,"non functional"
"6666",9816,"functional"
"6667",73842,"functional"
"6668",33693,"functional"
"6669",23400,"non functional"
"6670",2007,"non functional"
"6671",60771,"non functional"
"6672",52860,"functional"
"6673",17417,"functional"
"6674",70232,"functional"
"6675",70958,"functional"
"6676",44071,"non functional"
"6677",57440,"functional"
"6678",32222,"functional"
"6679",39686,"functional"
"6680",40568,"non functional"
"6681",23831,"non functional"
"6682",50613,"non functional"
"6683",53373,"functional"
"6684",43537,"functional"
"6685",418,"non functional"
"6686",35425,"functional"
"6687",18526,"non functional"
"6688",39663,"functional"
"6689",45992,"functional"
"6690",68971,"functional needs repair"
"6691",68002,"functional"
"6692",21061,"functional"
"6693",16410,"functional"
"6694",33371,"functional"
"6695",68737,"functional"
"6696",21543,"functional"
"6697",32357,"functional"
"6698",52886,"non functional"
"6699",19264,"non functional"
"6700",15406,"functional"
"6701",7237,"functional"
"6702",56690,"functional"
"6703",43235,"non functional"
"6704",40428,"non functional"
"6705",20882,"non functional"
"6706",65930,"functional"
"6707",23023,"non functional"
"6708",11075,"functional"
"6709",16120,"functional"
"6710",73332,"functional"
"6711",36855,"functional"
"6712",32298,"non functional"
"6713",39350,"functional"
"6714",65624,"functional"
"6715",24712,"functional"
"6716",18244,NA
"6717",36651,"functional"
"6718",61122,"functional"
"6719",68722,"functional"
"6720",15796,"functional"
"6721",38597,"non functional"
"6722",34351,"functional"
"6723",12926,"functional"
"6724",1361,"functional"
"6725",29504,"functional"
"6726",6331,"non functional"
"6727",73064,"non functional"
"6728",66291,"non functional"
"6729",5937,"functional"
"6730",44648,"functional"
"6731",30642,"non functional"
"6732",18223,"functional"
"6733",55354,"non functional"
"6734",1271,"functional"
"6735",47798,"functional"
"6736",14435,"functional"
"6737",19355,"non functional"
"6738",14820,"functional"
"6739",4391,"functional"
"6740",41984,"non functional"
"6741",17455,"non functional"
"6742",14667,"functional"
"6743",67276,"non functional"
"6744",70116,"functional"
"6745",38843,"functional"
"6746",62833,"non functional"
"6747",21786,"non functional"
"6748",5137,"functional"
"6749",5686,"functional"
"6750",65577,"functional"
"6751",9557,"functional"
"6752",8235,NA
"6753",70184,"non functional"
"6754",65334,"non functional"
"6755",26422,"functional"
"6756",5221,"functional"
"6757",60250,"functional"
"6758",33742,"functional"
"6759",33754,"functional"
"6760",15113,"functional"
"6761",20021,"functional needs repair"
"6762",10968,"non functional"
"6763",37645,"functional"
"6764",65442,"functional"
"6765",46801,"non functional"
"6766",42681,"functional"
"6767",9218,"non functional"
"6768",10618,"functional"
"6769",18376,"non functional"
"6770",7081,"non functional"
"6771",21325,"functional"
"6772",41513,"functional"
"6773",16539,"functional"
"6774",17077,"functional"
"6775",11969,"functional"
"6776",2070,"non functional"
"6777",17938,"functional"
"6778",67058,"functional"
"6779",14106,"functional"
"6780",1931,"non functional"
"6781",73979,"functional"
"6782",35763,"functional needs repair"
"6783",21561,"functional"
"6784",1103,"functional"
"6785",15088,"functional"
"6786",39675,"non functional"
"6787",34594,"functional"
"6788",64632,"non functional"
"6789",20266,"functional"
"6790",22802,"functional"
"6791",20208,"functional"
"6792",29300,"non functional"
"6793",42717,"functional"
"6794",12594,"functional"
"6795",17034,"functional"
"6796",60913,"functional"
"6797",42050,"functional"
"6798",6973,"non functional"
"6799",46869,"functional"
"6800",17457,"functional"
"6801",54619,"functional"
"6802",52675,"functional"
"6803",27072,"non functional"
"6804",7849,"non functional"
"6805",62488,"functional"
"6806",70763,"non functional"
"6807",13032,"functional"
"6808",54851,"functional"
"6809",67968,"non functional"
"6810",21690,"functional"
"6811",56415,"non functional"
"6812",31352,"non functional"
"6813",54253,"functional"
"6814",23650,"non functional"
"6815",62683,"non functional"
"6816",35693,"functional"
"6817",25763,"functional"
"6818",72950,"non functional"
"6819",37896,"functional"
"6820",54366,"non functional"
"6821",39279,"non functional"
"6822",43971,"functional"
"6823",2467,"functional"
"6824",72516,"functional"
"6825",17266,"non functional"
"6826",41746,"non functional"
"6827",9315,"functional"
"6828",9802,"functional"
"6829",73506,"non functional"
"6830",5285,"non functional"
"6831",16827,"functional"
"6832",58094,"non functional"
"6833",44719,"functional"
"6834",18637,"functional"
"6835",18424,"functional"
"6836",62010,"functional"
"6837",8026,"functional needs repair"
"6838",37848,"functional"
"6839",13326,"functional"
"6840",7242,"functional"
"6841",46232,"non functional"
"6842",19179,"functional"
"6843",14255,"functional"
"6844",32278,"functional"
"6845",10351,"non functional"
"6846",67825,"non functional"
"6847",21183,"non functional"
"6848",61650,"functional"
"6849",59417,"functional"
"6850",66902,"functional"
"6851",70705,"functional"
"6852",21628,"functional needs repair"
"6853",10378,"functional"
"6854",56626,NA
"6855",61840,"non functional"
"6856",26069,"non functional"
"6857",3908,"non functional"
"6858",24649,"functional"
"6859",70847,"functional"
"6860",15653,"non functional"
"6861",27627,"functional"
"6862",21686,"non functional"
"6863",68716,"functional"
"6864",29521,"functional"
"6865",22080,"functional"
"6866",42316,"functional"
"6867",53156,"non functional"
"6868",42473,"non functional"
"6869",62809,"non functional"
"6870",54281,"functional"
"6871",26936,"functional"
"6872",29131,"functional"
"6873",48466,"functional"
"6874",11104,"functional"
"6875",66914,"functional"
"6876",63887,"functional"
"6877",21757,"non functional"
"6878",73040,"non functional"
"6879",34779,"non functional"
"6880",21700,"functional"
"6881",7268,"functional"
"6882",51233,"functional"
"6883",37499,"functional"
"6884",59693,"non functional"
"6885",809,"non functional"
"6886",2180,"functional"
"6887",47537,"functional"
"6888",28332,"non functional"
"6889",33752,"functional"
"6890",65426,"functional"
"6891",44628,"functional needs repair"
"6892",46639,"functional"
"6893",44845,"functional"
"6894",11895,"non functional"
"6895",54493,"functional"
"6896",13255,"functional"
"6897",67476,"non functional"
"6898",29614,"non functional"
"6899",54037,"non functional"
"6900",15774,"functional"
"6901",4143,"functional"
"6902",42584,"functional"
"6903",26078,"functional"
"6904",52117,"functional"
"6905",66364,"functional"
"6906",39422,"functional"
"6907",5059,"functional"
"6908",11368,"functional"
"6909",63125,"functional"
"6910",34139,"functional"
"6911",16369,"functional"
"6912",37872,"non functional"
"6913",65715,"functional"
"6914",34168,"non functional"
"6915",53439,"non functional"
"6916",73135,"functional"
"6917",45135,"functional"
"6918",20895,"functional"
"6919",13482,"non functional"
"6920",56331,"functional"
"6921",30607,"functional"
"6922",73691,"non functional"
"6923",26600,"functional"
"6924",58388,"functional"
"6925",21552,"non functional"
"6926",12509,"non functional"
"6927",36976,"functional"
"6928",31494,"functional"
"6929",28101,"non functional"
"6930",53848,"functional"
"6931",19254,"functional"
"6932",60255,"functional"
"6933",33398,"non functional"
"6934",55848,"functional"
"6935",25229,"functional"
"6936",44973,"functional"
"6937",50712,"non functional"
"6938",5430,"functional"
"6939",33434,"functional"
"6940",60846,"non functional"
"6941",14650,"functional"
"6942",50744,"functional"
"6943",73945,"non functional"
"6944",29167,"functional"
"6945",44551,"functional"
"6946",61028,"functional"
"6947",56916,"non functional"
"6948",16281,"functional"
"6949",13025,"non functional"
"6950",35381,"functional"
"6951",23998,"functional"
"6952",42149,"non functional"
"6953",50554,"functional"
"6954",58167,"functional"
"6955",14894,"functional"
"6956",32801,"functional"
"6957",55370,"functional"
"6958",25700,"functional"
"6959",6078,"functional"
"6960",2140,"non functional"
"6961",46147,"functional"
"6962",46030,"non functional"
"6963",29541,"non functional"
"6964",69454,"non functional"
"6965",65110,"functional"
"6966",8860,"functional"
"6967",71309,"non functional"
"6968",51449,"functional"
"6969",60016,"functional"
"6970",70162,"functional"
"6971",22698,"functional"
"6972",8701,"functional"
"6973",42087,"functional"
"6974",52958,"non functional"
"6975",33952,"functional"
"6976",15459,"functional"
"6977",34985,"functional"
"6978",6754,"functional"
"6979",61225,"functional"
"6980",74143,"non functional"
"6981",22223,"functional"
"6982",17078,"functional"
"6983",55822,"functional"
"6984",70421,"functional"
"6985",62747,"functional"
"6986",70057,"functional"
"6987",11752,"functional"
"6988",44165,"non functional"
"6989",73534,"functional"
"6990",11963,"functional"
"6991",52152,"functional"
"6992",26850,"non functional"
"6993",67913,"non functional"
"6994",13600,"functional"
"6995",5956,"functional"
"6996",34401,"functional"
"6997",53900,"functional"
"6998",27036,"non functional"
"6999",47864,"functional"
"7000",14057,"non functional"
"7001",24223,"non functional"
"7002",53430,"functional"
"7003",4891,"functional"
"7004",31899,"non functional"
"7005",33808,"functional"
"7006",39013,"non functional"
"7007",2190,"non functional"
"7008",68867,NA
"7009",70725,"functional"
"7010",66858,"functional"
"7011",55226,"functional"
"7012",21029,"functional"
"7013",55510,"non functional"
"7014",44942,"functional"
"7015",33340,"functional"
"7016",47603,"non functional"
"7017",14297,"functional"
"7018",38397,"functional"
"7019",34285,"functional"
"7020",58070,"functional"
"7021",63460,"functional"
"7022",10259,"functional"
"7023",28421,"functional"
"7024",14274,"functional"
"7025",13695,"functional"
"7026",2262,"functional"
"7027",55545,"functional"
"7028",70373,"non functional"
"7029",54022,"functional"
"7030",73875,"functional"
"7031",44027,"functional"
"7032",49745,"non functional"
"7033",66829,"functional"
"7034",49358,"non functional"
"7035",71605,"non functional"
"7036",59222,"functional"
"7037",5984,"functional"
"7038",64316,"functional"
"7039",47702,"non functional"
"7040",45022,"functional"
"7041",43244,"functional"
"7042",47670,"non functional"
"7043",24798,"non functional"
"7044",15175,"functional"
"7045",68072,"non functional"
"7046",32703,"non functional"
"7047",60905,"functional needs repair"
"7048",28690,"non functional"
"7049",69232,"functional"
"7050",32533,"functional"
"7051",11375,"non functional"
"7052",47663,"functional"
"7053",30430,"non functional"
"7054",28550,"functional"
"7055",36663,"functional"
"7056",40387,"non functional"
"7057",51578,"functional"
"7058",3534,"functional"
"7059",47508,"functional"
"7060",63630,"functional"
"7061",26671,"functional"
"7062",34243,"functional"
"7063",2181,"non functional"
"7064",11259,"functional"
"7065",36185,"functional"
"7066",36500,"non functional"
"7067",27563,"non functional"
"7068",2867,"non functional"
"7069",9370,"functional"
"7070",66898,"functional"
"7071",894,"functional"
"7072",43172,"non functional"
"7073",61008,"non functional"
"7074",1871,"non functional"
"7075",24562,"functional"
"7076",74138,"functional"
"7077",43953,"functional"
"7078",14738,"non functional"
"7079",72983,"functional"
"7080",61959,"functional"
"7081",38608,"non functional"
"7082",16485,"non functional"
"7083",73988,"functional"
"7084",39284,"non functional"
"7085",29207,"functional"
"7086",47081,"functional"
"7087",49101,"non functional"
"7088",34517,"non functional"
"7089",31059,"functional"
"7090",57432,"functional"
"7091",6346,"functional"
"7092",72650,"functional"
"7093",5677,"non functional"
"7094",39376,"functional"
"7095",24347,"functional"
"7096",26503,"functional"
"7097",48360,"functional"
"7098",61135,"non functional"
"7099",7382,"non functional"
"7100",9684,"non functional"
"7101",28706,"non functional"
"7102",30674,"functional"
"7103",68709,"functional"
"7104",68555,"functional"
"7105",2891,"functional"
"7106",8325,"functional"
"7107",35792,"non functional"
"7108",21525,"non functional"
"7109",54970,"functional"
"7110",62634,"non functional"
"7111",20452,"functional"
"7112",69576,"functional"
"7113",2868,"functional"
"7114",26716,"functional needs repair"
"7115",13707,"functional"
"7116",48742,"functional"
"7117",10004,"non functional"
"7118",43570,NA
"7119",64844,"functional"
"7120",30482,"functional needs repair"
"7121",54847,"functional"
"7122",22657,"non functional"
"7123",8249,"functional"
"7124",9243,"functional"
"7125",35067,"functional"
"7126",1857,"functional"
"7127",35742,"non functional"
"7128",5800,"non functional"
"7129",60514,"functional"
"7130",40830,"functional"
"7131",27127,"functional"
"7132",71753,"non functional"
"7133",51047,"functional"
"7134",53739,"functional needs repair"
"7135",23929,"functional"
"7136",53104,"functional"
"7137",58724,"functional"
"7138",65168,"functional"
"7139",35803,"non functional"
"7140",42604,"functional"
"7141",41814,"functional"
"7142",29197,"functional"
"7143",62221,"functional"
"7144",45377,"functional"
"7145",26715,"functional"
"7146",61468,"non functional"
"7147",25038,"functional"
"7148",58810,"functional"
"7149",10713,"functional"
"7150",22734,"functional"
"7151",16087,"functional"
"7152",18149,"functional"
"7153",36657,"functional"
"7154",4068,"non functional"
"7155",63610,"non functional"
"7156",39301,"functional"
"7157",59813,"functional"
"7158",36574,"non functional"
"7159",4406,"functional"
"7160",65365,"functional"
"7161",44055,"non functional"
"7162",70621,"functional"
"7163",2247,"functional"
"7164",6935,"functional"
"7165",4418,"functional"
"7166",60547,"functional"
"7167",135,"non functional"
"7168",24055,"functional"
"7169",1312,"functional"
"7170",10331,"functional"
"7171",26177,"functional"
"7172",33162,"functional"
"7173",7062,"functional needs repair"
"7174",22851,"functional"
"7175",28423,"functional"
"7176",41251,"non functional"
"7177",20422,"functional"
"7178",34257,"functional"
"7179",16064,"functional"
"7180",40453,"non functional"
"7181",54622,"functional"
"7182",16920,"functional"
"7183",33310,"functional"
"7184",22136,"functional"
"7185",63341,"non functional"
"7186",19356,"functional"
"7187",71628,"functional"
"7188",64094,"non functional"
"7189",11925,"functional"
"7190",59084,"functional"
"7191",37215,"non functional"
"7192",35362,"functional"
"7193",65020,"functional"
"7194",3718,"functional"
"7195",44761,"non functional"
"7196",1471,"functional"
"7197",23132,"functional"
"7198",40859,"functional"
"7199",62566,"functional"
"7200",22401,"functional"
"7201",28889,"non functional"
"7202",35117,"functional"
"7203",61481,"non functional"
"7204",27111,"non functional"
"7205",19631,"functional"
"7206",1482,"functional"
"7207",7428,"functional"
"7208",3388,"non functional"
"7209",39395,"functional"
"7210",28660,"functional"
"7211",47388,"non functional"
"7212",50865,"functional"
"7213",39358,"functional"
"7214",11569,"functional"
"7215",12754,"functional"
"7216",36511,"non functional"
"7217",51901,"non functional"
"7218",43635,"non functional"
"7219",49977,"functional"
"7220",26436,NA
"7221",39764,"functional"
"7222",59511,"functional"
"7223",67376,"non functional"
"7224",18372,"functional"
"7225",60995,"functional"
"7226",4370,"functional"
"7227",32477,"functional"
"7228",61244,"functional"
"7229",14604,"functional"
"7230",16439,"functional"
"7231",57621,"functional"
"7232",14019,"functional"
"7233",24041,"functional"
"7234",1934,"functional"
"7235",9465,"functional"
"7236",54058,"functional"
"7237",29854,"non functional"
"7238",55860,"functional"
"7239",2174,"functional"
"7240",42337,"functional"
"7241",69450,"functional"
"7242",35051,"functional"
"7243",71593,"functional"
"7244",8482,"non functional"
"7245",20941,"non functional"
"7246",64392,"functional"
"7247",51397,"functional"
"7248",41591,"non functional"
"7249",23332,"non functional"
"7250",32115,"functional"
"7251",41692,"functional"
"7252",25771,"functional"
"7253",32552,"functional"
"7254",3331,"non functional"
"7255",54540,"non functional"
"7256",503,"non functional"
"7257",71143,"functional"
"7258",7807,"non functional"
"7259",57653,"functional"
"7260",51315,"functional"
"7261",24220,"non functional"
"7262",67953,"functional"
"7263",54094,"functional"
"7264",45292,"functional"
"7265",31549,"functional"
"7266",37511,"functional"
"7267",68378,"non functional"
"7268",15031,"non functional"
"7269",58739,"functional"
"7270",8089,"non functional"
"7271",21828,"functional"
"7272",7638,"non functional"
"7273",56568,"functional"
"7274",29502,"functional"
"7275",14198,"functional"
"7276",63751,"non functional"
"7277",5928,"functional"
"7278",42267,"functional"
"7279",69493,"functional"
"7280",64556,"functional"
"7281",22629,"functional"
"7282",49173,"functional"
"7283",2358,"non functional"
"7284",32709,"functional"
"7285",28752,"functional"
"7286",7917,"functional"
"7287",29189,"functional"
"7288",2159,"non functional"
"7289",43104,"functional"
"7290",43457,"non functional"
"7291",36883,"functional"
"7292",24201,"functional"
"7293",40839,"non functional"
"7294",27603,"functional"
"7295",58623,"functional"
"7296",3144,"functional"
"7297",42970,"non functional"
"7298",30336,"functional"
"7299",56071,"functional"
"7300",53451,"non functional"
"7301",35703,"non functional"
"7302",39991,"non functional"
"7303",30947,"non functional"
"7304",22468,"functional"
"7305",62861,"functional"
"7306",53501,"functional"
"7307",56510,"functional"
"7308",4508,"functional"
"7309",57787,"non functional"
"7310",49951,"non functional"
"7311",3872,"functional"
"7312",56684,"functional"
"7313",67903,"functional"
"7314",56467,"functional"
"7315",38739,"functional"
"7316",18343,"functional"
"7317",13767,"functional"
"7318",62621,"non functional"
"7319",73869,"functional"
"7320",70262,"non functional"
"7321",71693,"functional"
"7322",20174,"functional"
"7323",15549,"functional"
"7324",62113,"functional"
"7325",29511,"non functional"
"7326",9501,"non functional"
"7327",66604,"functional"
"7328",39581,"functional"
"7329",36831,"functional"
"7330",21060,"non functional"
"7331",9519,"non functional"
"7332",64673,"functional"
"7333",32122,"non functional"
"7334",56799,"functional needs repair"
"7335",10080,"non functional"
"7336",13909,"non functional"
"7337",22956,"functional"
"7338",43508,"non functional"
"7339",43680,"non functional"
"7340",9719,"functional"
"7341",45095,"functional"
"7342",62238,"functional"
"7343",10929,"non functional"
"7344",72578,"functional"
"7345",3060,"non functional"
"7346",46841,"non functional"
"7347",12034,"non functional"
"7348",16234,"functional"
"7349",9795,"functional"
"7350",3641,"functional"
"7351",20787,"functional"
"7352",63937,"functional"
"7353",36040,"non functional"
"7354",67076,"functional"
"7355",65787,"functional"
"7356",50760,"functional"
"7357",31362,"functional"
"7358",63329,"functional"
"7359",60993,"functional"
"7360",48268,"functional"
"7361",13857,"non functional"
"7362",62212,"functional needs repair"
"7363",10234,"functional"
"7364",49460,"functional"
"7365",67804,"non functional"
"7366",60775,"non functional"
"7367",3648,"functional"
"7368",40853,"non functional"
"7369",36292,"functional"
"7370",67873,"non functional"
"7371",33543,"functional"
"7372",64414,"functional"
"7373",64541,"functional"
"7374",70060,"functional"
"7375",63551,"non functional"
"7376",30021,"non functional"
"7377",11373,"functional"
"7378",2006,"functional"
"7379",62388,"functional"
"7380",47949,"non functional"
"7381",23075,"non functional"
"7382",54591,"functional"
"7383",4415,NA
"7384",18438,"non functional"
"7385",47227,"functional needs repair"
"7386",32803,"functional"
"7387",61007,"non functional"
"7388",65713,"functional"
"7389",4149,"non functional"
"7390",12758,"functional"
"7391",13084,"functional needs repair"
"7392",35610,"functional"
"7393",54093,"functional"
"7394",42439,"functional"
"7395",40534,"functional"
"7396",46477,"functional"
"7397",63169,"non functional"
"7398",4545,"functional"
"7399",67788,"functional"
"7400",70091,"non functional"
"7401",53996,"functional"
"7402",17796,"non functional"
"7403",55847,"non functional"
"7404",64785,"functional"
"7405",26140,"non functional"
"7406",56381,"functional"
"7407",68966,"functional"
"7408",51300,"non functional"
"7409",51757,"functional"
"7410",65640,"functional"
"7411",21027,"functional"
"7412",53724,"functional"
"7413",26908,"functional"
"7414",25652,"non functional"
"7415",71040,"functional"
"7416",53348,"non functional"
"7417",19782,"non functional"
"7418",36271,"functional"
"7419",26541,"functional"
"7420",70464,"functional"
"7421",59058,"non functional"
"7422",56509,"non functional"
"7423",50996,"functional"
"7424",70413,"non functional"
"7425",19540,"functional"
"7426",17886,"functional"
"7427",2095,"non functional"
"7428",61538,"functional"
"7429",65494,"non functional"
"7430",45491,"functional"
"7431",37220,"functional"
"7432",54218,"non functional"
